Id. de problema,Descripción,Estado,Gravedad,Puntos de la historia,Ruta de acceso del proyecto,Tipo de ubicación,Ruta de acceso,Línea,Columna,Id. de incidente,Vínculo de ayuda,Nombre del ensamblado,Versión de ensamblado,Clave pública de ensamblado,Fragmento
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1103,12,T:System.Windows.Forms.CheckBox,,,,,"cbRegionBoard.Text = ""Is Board"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1103,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"cbRegionBoard.Text = ""Is Board"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1102,12,T:System.Windows.Forms.CheckBox,,,,,cbRegionBoard.TabIndex = 42;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1102,12,P:System.Windows.Forms.Control.TabIndex,,,,,cbRegionBoard.TabIndex = 42;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1101,12,T:System.Windows.Forms.CheckBox,,,,,"cbRegionBoard.Size = new Size(87, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1101,12,P:System.Windows.Forms.Control.Size,,,,,"cbRegionBoard.Size = new Size(87, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1100,12,T:System.Windows.Forms.RightToLeft,,,,,cbRegionBoard.RightToLeft = RightToLeft.No;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1100,12,T:System.Windows.Forms.RightToLeft,,,,,cbRegionBoard.RightToLeft = RightToLeft.No;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1100,12,F:System.Windows.Forms.RightToLeft.No,,,,,cbRegionBoard.RightToLeft = RightToLeft.No;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1100,12,T:System.Windows.Forms.CheckBox,,,,,cbRegionBoard.RightToLeft = RightToLeft.No;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1100,12,T:System.Windows.Forms.RightToLeft,,,,,cbRegionBoard.RightToLeft = RightToLeft.No;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1100,12,P:System.Windows.Forms.Control.RightToLeft,,,,,cbRegionBoard.RightToLeft = RightToLeft.No;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1099,12,T:System.Windows.Forms.Padding,,,,,"cbRegionBoard.Padding = new Padding(0, 0, 13, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1099,12,"M:System.Windows.Forms.Padding.#ctor(System.Int32,System.Int32,System.Int32,System.Int32)",,,,,"cbRegionBoard.Padding = new Padding(0, 0, 13, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1099,12,T:System.Windows.Forms.CheckBox,,,,,"cbRegionBoard.Padding = new Padding(0, 0, 13, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1099,12,T:System.Windows.Forms.Padding,,,,,"cbRegionBoard.Padding = new Padding(0, 0, 13, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1099,12,P:System.Windows.Forms.Control.Padding,,,,,"cbRegionBoard.Padding = new Padding(0, 0, 13, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1098,12,T:System.Windows.Forms.CheckBox,,,,,"cbRegionBoard.Name = ""cbRegionBoard"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1098,12,P:System.Windows.Forms.Control.Name,,,,,"cbRegionBoard.Name = ""cbRegionBoard"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1097,12,T:System.Windows.Forms.CheckBox,,,,,"cbRegionBoard.Location = new Point(5, 243);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1097,12,P:System.Windows.Forms.Control.Location,,,,,"cbRegionBoard.Location = new Point(5, 243);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1096,12,T:System.Windows.Forms.FlatStyle,,,,,cbRegionBoard.FlatStyle = FlatStyle.System;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1096,12,T:System.Windows.Forms.FlatStyle,,,,,cbRegionBoard.FlatStyle = FlatStyle.System;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1096,12,F:System.Windows.Forms.FlatStyle.System,,,,,cbRegionBoard.FlatStyle = FlatStyle.System;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1096,12,T:System.Windows.Forms.CheckBox,,,,,cbRegionBoard.FlatStyle = FlatStyle.System;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1096,12,T:System.Windows.Forms.FlatStyle,,,,,cbRegionBoard.FlatStyle = FlatStyle.System;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1096,12,P:System.Windows.Forms.ButtonBase.FlatStyle,,,,,cbRegionBoard.FlatStyle = FlatStyle.System;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1095,12,T:System.Drawing.ContentAlignment,,,,,cbRegionBoard.CheckAlign = ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1095,12,T:System.Drawing.ContentAlignment,,,,,cbRegionBoard.CheckAlign = ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1095,12,F:System.Drawing.ContentAlignment.MiddleRight,,,,,cbRegionBoard.CheckAlign = ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1095,12,T:System.Windows.Forms.CheckBox,,,,,cbRegionBoard.CheckAlign = ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1095,12,T:System.Drawing.ContentAlignment,,,,,cbRegionBoard.CheckAlign = ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1095,12,P:System.Windows.Forms.CheckBox.CheckAlign,,,,,cbRegionBoard.CheckAlign = ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1094,12,T:System.Windows.Forms.CheckBox,,,,,cbRegionBoard.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1094,12,P:System.Windows.Forms.ButtonBase.AutoSize,,,,,cbRegionBoard.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1090,12,T:System.Windows.Forms.TextBox,,,,,tbColor.TabIndex = 84;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1090,12,P:System.Windows.Forms.Control.TabIndex,,,,,tbColor.TabIndex = 84;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1089,12,T:System.Windows.Forms.TextBox,,,,,"tbColor.Size = new Size(71, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1089,12,P:System.Windows.Forms.Control.Size,,,,,"tbColor.Size = new Size(71, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1088,12,T:System.Windows.Forms.TextBox,,,,,"tbColor.PlaceholderText = ""Color"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1088,12,P:System.Windows.Forms.TextBox.PlaceholderText,,,,,"tbColor.PlaceholderText = ""Color"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1087,12,T:System.Windows.Forms.TextBox,,,,,"tbColor.Name = ""tbColor"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1087,12,P:System.Windows.Forms.Control.Name,,,,,"tbColor.Name = ""tbColor"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1086,12,T:System.Windows.Forms.TextBox,,,,,"tbColor.Location = new Point(5, 269);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1086,12,P:System.Windows.Forms.Control.Location,,,,,"tbColor.Location = new Point(5, 269);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1082,12,T:System.Windows.Forms.HorizontalAlignment,,,,,tbRegionName.TextAlign = HorizontalAlignment.Center;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1082,12,T:System.Windows.Forms.HorizontalAlignment,,,,,tbRegionName.TextAlign = HorizontalAlignment.Center;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1082,12,F:System.Windows.Forms.HorizontalAlignment.Center,,,,,tbRegionName.TextAlign = HorizontalAlignment.Center;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1082,12,T:System.Windows.Forms.TextBox,,,,,tbRegionName.TextAlign = HorizontalAlignment.Center;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1082,12,T:System.Windows.Forms.HorizontalAlignment,,,,,tbRegionName.TextAlign = HorizontalAlignment.Center;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1082,12,P:System.Windows.Forms.TextBox.TextAlign,,,,,tbRegionName.TextAlign = HorizontalAlignment.Center;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1081,12,T:System.Windows.Forms.TextBox,,,,,tbRegionName.TabIndex = 85;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1081,12,P:System.Windows.Forms.Control.TabIndex,,,,,tbRegionName.TabIndex = 85;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1080,12,T:System.Windows.Forms.TextBox,,,,,"tbRegionName.Size = new Size(187, 16);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1080,12,P:System.Windows.Forms.Control.Size,,,,,"tbRegionName.Size = new Size(187, 16);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1079,12,T:System.Windows.Forms.TextBox,,,,,tbRegionName.ReadOnly = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1079,12,P:System.Windows.Forms.TextBoxBase.ReadOnly,,,,,tbRegionName.ReadOnly = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1078,12,T:System.Windows.Forms.TextBox,,,,,"tbRegionName.Name = ""tbRegionName"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1078,12,P:System.Windows.Forms.Control.Name,,,,,"tbRegionName.Name = ""tbRegionName"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1077,12,T:System.Windows.Forms.TextBox,,,,,"tbRegionName.Location = new Point(6, 21);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1077,12,P:System.Windows.Forms.Control.Location,,,,,"tbRegionName.Location = new Point(6, 21);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1076,12,T:System.Windows.Forms.BorderStyle,,,,,tbRegionName.BorderStyle = BorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1076,12,T:System.Windows.Forms.BorderStyle,,,,,tbRegionName.BorderStyle = BorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1076,12,F:System.Windows.Forms.BorderStyle.None,,,,,tbRegionName.BorderStyle = BorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1076,12,T:System.Windows.Forms.TextBox,,,,,tbRegionName.BorderStyle = BorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1076,12,T:System.Windows.Forms.BorderStyle,,,,,tbRegionName.BorderStyle = BorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1076,12,P:System.Windows.Forms.TextBoxBase.BorderStyle,,,,,tbRegionName.BorderStyle = BorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1072,12,T:System.Windows.Forms.Button,,,,,btnMinusHeight.Click += btnMinusHeight_Click;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1072,12,E:System.Windows.Forms.Control.Click,,,,,btnMinusHeight.Click += btnMinusHeight_Click;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1071,12,T:System.Windows.Forms.Button,,,,,btnMinusHeight.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1071,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,btnMinusHeight.UseVisualStyleBackColor = true;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1070,12,T:System.Drawing.ContentAlignment,,,,,btnMinusHeight.TextAlign = ContentAlignment.TopCenter;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1070,12,T:System.Drawing.ContentAlignment,,,,,btnMinusHeight.TextAlign = ContentAlignment.TopCenter;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1070,12,F:System.Drawing.ContentAlignment.TopCenter,,,,,btnMinusHeight.TextAlign = ContentAlignment.TopCenter;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1070,12,T:System.Windows.Forms.Button,,,,,btnMinusHeight.TextAlign = ContentAlignment.TopCenter;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1070,12,T:System.Drawing.ContentAlignment,,,,,btnMinusHeight.TextAlign = ContentAlignment.TopCenter;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1070,12,P:System.Windows.Forms.ButtonBase.TextAlign,,,,,btnMinusHeight.TextAlign = ContentAlignment.TopCenter;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1069,12,T:System.Windows.Forms.Button,,,,,"btnMinusHeight.Text = ""-"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1069,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"btnMinusHeight.Text = ""-"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1068,12,T:System.Windows.Forms.Button,,,,,btnMinusHeight.TabIndex = 89;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1068,12,P:System.Windows.Forms.Control.TabIndex,,,,,btnMinusHeight.TabIndex = 89;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1067,12,T:System.Windows.Forms.Button,,,,,"btnMinusHeight.Size = new Size(25, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1067,12,P:System.Windows.Forms.Control.Size,,,,,"btnMinusHeight.Size = new Size(25, 25);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1066,12,T:System.Windows.Forms.Button,,,,,"btnMinusHeight.Name = ""btnMinusHeight"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1066,12,P:System.Windows.Forms.Control.Name,,,,,"btnMinusHeight.Name = ""btnMinusHeight"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1065,12,T:System.Windows.Forms.Button,,,,,"btnMinusHeight.Location = new Point(168, 72);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1065,12,P:System.Windows.Forms.Control.Location,,,,,"btnMinusHeight.Location = new Point(168, 72);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1064,12,T:System.Windows.Forms.Button,,,,,btnMinusHeight.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1064,12,P:System.Windows.Forms.Control.Enabled,,,,,btnMinusHeight.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1060,12,T:System.Windows.Forms.Button,,,,,btnPlusHeight.Click += btnPlusHeight_Click;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1060,12,E:System.Windows.Forms.Control.Click,,,,,btnPlusHeight.Click += btnPlusHeight_Click;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1059,12,T:System.Windows.Forms.Button,,,,,btnPlusHeight.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1059,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,btnPlusHeight.UseVisualStyleBackColor = true;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1058,12,T:System.Drawing.ContentAlignment,,,,,btnPlusHeight.TextAlign = ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1058,12,T:System.Drawing.ContentAlignment,,,,,btnPlusHeight.TextAlign = ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1058,12,F:System.Drawing.ContentAlignment.MiddleRight,,,,,btnPlusHeight.TextAlign = ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1058,12,T:System.Windows.Forms.Button,,,,,btnPlusHeight.TextAlign = ContentAlignment.MiddleRight;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1058,12,T:System.Drawing.ContentAlignment,,,,,btnPlusHeight.TextAlign = ContentAlignment.MiddleRight;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\OpenScrape.App\OpenScrape.App.csproj,File,src\OpenScrape.App\Forms\FrmMain.Designer.cs,1058,12,P:System.Windows.Forms.ButtonBase.TextAlign,,,,,btnPlusHeight.TextAlign = ContentAlignment.MiddleRight;
